id,sse,vr,status,name
525257,0x14302f268,0x1431893c8,3,RE::NiRTTI_bhkPoseArray
525260,0x14302f288,0x1431893e8,3,RE::NiRTTI_bhkGenericConstraint
525261,0x14302f298,0x1431893f8,3,RE::NiRTTI_bhkCharControllerShape
525263,0x14302f2b0,0x143189410,3,RE::NiRTTI_bhkCollisionBox
525265,0x14302f2c8,0x143189428,3,RE::NiRTTI_bhkShapeCollection
525267,0x14302f330,0x143189490,3,RE::NiRTTI_bhkPositionConstraintMotor
525268,0x14302f340,0x1431894a0,3,RE::NiRTTI_bhkVelocityConstraintMotor
525269,0x14302f350,0x1431894b0,3,RE::NiRTTI_bhkSpringDamperConstraintMotor
525445,0x143030108,0x14318a2b8,3,RE::NiRTTI_bhkCharacterProxy
525447,0x143030120,0x14318a2d0,3,RE::NiRTTI_bhkCharacterRigidBody
525456,0x143031428,0x14318b5d8,3,RE::NiRTTI_bhkHeightFieldShape
525458,0x143031440,0x14318b5f0,3,RE::NiRTTI_bhkConstraintChain
525460,0x143031458,0x14318b608,3,RE::NiRTTI_bhkBinaryAction
525466,0x143031490,0x14318b640,3,RE::NiRTTI_bhkPointToPathConstraint
525584,0x143032c50,0x14318ce40,3,RE::Offset::GMemory::GlobalHeap
525589,0x143032c80,0x14318ce70,3,RE::NiRTTI_DebugTextExtraData
527630,0x1431d0d90,0x143422f38,3,RE::NiRTTI_BSFadeNode
527634,0x1431d0dc0,0x143422f68,3,RE::NiRTTI_BSShaderProperty
527635,0x1431d0dd0,0x143422f78,3,RE::NiRTTI_BSLeafAnimNode
527636,0x1431d0de0,0x143422f88,3,RE::NiRTTI_BSTreeNode
527735,0x1431d1200,0x143423520,3,RE::NiRTTI_ShadowSceneNode
527752,0x1431d1af8,0x143423e20,3,RE::NiRTTI_BSLightingShaderProperty
527760,0x1431d1b30,0x143423e58,3,RE::NiRTTI_BSGrassShaderProperty
527798,0x1431d1d40,0x143424080,3,RE::NiRTTI_BSShaderAccumulator
527834,0x1431d1f00,0x143424340,3,RE::NiRTTI_BSEffectShaderProperty
527905,0x143232d28,0x143485190,3,RE::NiRTTI_BSWaterShaderProperty
527906,0x143232d38,0x1434851a0,3,RE::NiRTTI_BSBloodSplatterShaderProperty
527992,0x1432331b8,0x143485758,3,RE::NiRTTI_BSParticleShaderProperty
528103,0x143233508,0x143485b88,3,RE::NiRTTI_BSTextureSet
528104,0x143233518,0x143485b98,3,RE::NiRTTI_BSShaderTextureSet
528205,0x143233818,0x143485ea8,3,RE::NiRTTI_BSSkyShaderProperty
528214,0x1432838a0,0x1434d5f70,3,RE::NiRTTI_BSFadeNodeCuller
528220,0x1432838d0,0x1434d5fa0,3,RE::NiRTTI_BSDistantTreeShaderProperty
528279,0x143283ab0,0x1434d6180,3,RE::NiRTTI_BSCubeMapCamera
528312,0x143283b68,0x1434d6238,3,RE::NiRTTI_BSFogProperty
528336,0x143495c48,0x1436f1748,3,RE::NiRTTI_BSClearZNode
528359,0x143495d68,0x1436f1a50,3,RE::NiRTTI_NiCollisionObject
528360,0x143495d78,0x1436f1a60,3,RE::NiRTTI_BSOrderedNode
528361,0x143495d88,0x1436f1a70,3,RE::NiRTTI_BSLines
528362,0x143495d98,0x1436f1a80,3,RE::NiRTTI_BSDynamicLines
528364,0x143495db8,0x1436f1aa0,3,RE::NiRTTI_BSMultiIndexTriShape
528394,0x143495e60,0x1436f1b40,3,RE::NiRTTI_BSLightingShaderPropertyFloatController
528397,0x143495e78,0x1436f1b58,3,RE::NiRTTI_BSLightingShaderPropertyUShortController
528400,0x143495e90,0x1436f1b70,3,RE::NiRTTI_BSLightingShaderPropertyColorController
528411,0x143495ec8,0x1436f1ba8,3,RE::NiRTTI_BSEffectShaderPropertyFloatController
528413,0x143495ee0,0x1436f1bc0,3,RE::NiRTTI_BSEffectShaderPropertyColorController
528414,0x143495ef0,0x1436f1bd0,3,RE::NiRTTI_BSNiAlphaPropertyTestRefController
528415,0x143495f00,0x1436f1be0,3,RE::NiRTTI_BSPSysSimpleColorModifier
528416,0x143495f10,0x1436f1bf0,3,RE::NiRTTI_BSPSysLODModifier
528534,0x143496398,0x1436f1eb8,3,RE::NiRTTI_BSParabolicCullingProcess
528536,0x1434963b8,0x1436f1ec8,3,RE::NiRTTI_BSLODMultiIndexTriShape
528538,0x1434963d0,0x1436f1ee0,3,RE::NiRTTI_BSSubIndexLandTriShape
528600,0x143497408,0x1436f2f58,2,RE::Offset::TlsIndex
684588,0x141e10e08,0x141ed6cf8,3,RE::RTTI_IFormFactory
684589,0x141e10fa0,0x141ed6e90,3,RE::RTTI_TESIcon
684590,0x141e110c0,0x141ed6fb0,1,RE::RTTI_ConcreteObjectFormFactory_AlchemyItem_46_17_2_
684591,0x141e11110,0x141ed7000,1,RE::RTTI_ConcreteFormFactory_AlchemyItem_46_
684592,0x141e11240,0x141ed7130,1,RE::RTTI_ConcreteObjectFormFactory_BGSDualCastData_129_95_2_
684593,0x141e112a0,0x141ed7190,1,RE::RTTI_ConcreteFormFactory_BGSDualCastData_129_
684594,0x141e112e8,0x141ed71d8,3,RE::RTTI_Setting
684595,0x141e11310,0x141ed7200,1,RE::RTTI_BSTCaseInsensitiveStringMap_Setting_____ptr64_
684596,0x141e11358,0x141ed7248,1,RE::RTTI_NiTStringMap_Setting_____ptr64_
684597,0x141e11390,0x141ed7280,1,RE::RTTI_NiTStringTemplateMap_NiTMap_char_const_____ptr64_Setting_____ptr64__Setting_____ptr64_
684598,0x141e113e8,0x141ed72d8,1,RE::RTTI_NiTMap_char_const_____ptr64_Setting_____ptr64_
684599,0x141e11420,0x141ed7310,1,RE::RTTI_NiTMapBase_DFALL_NiTMapItem_char_const_____ptr64_Setting_____ptr64____char_const_____ptr64_Setting_____ptr64_
684600,0x141e11488,0x141ed7378,3,RE::RTTI_GameSettingCollection
684601,0x141e114b8,0x141ed73a8,1,RE::RTTI_SettingCollectionMap_Setting_
684602,0x141e114f0,0x141ed73e0,1,RE::RTTI_SettingCollection_Setting_
684603,0x141e11550,0x141ed7440,1,RE::RTTI_SettingT_GameSettingCollection_
684604,0x141e11590,0x141ed7480,3,RE::RTTI_BSTArrayBase__IAllocatorFunctor
684605,0x141e115d0,0x141ed74c0,1,RE::RTTI_BSTArrayAllocatorFunctor_BSTArrayHeapAllocator_
684606,0x141e11700,0x141ed75f0,1,RE::RTTI_ConcreteObjectFormFactory_EffectSetting_18_67_2_
684607,0x141e11750,0x141ed7640,1,RE::RTTI_ConcreteFormFactory_EffectSetting_18_
684608,0x141e11820,0x141ed7710,1,RE::RTTI_ConcreteObjectFormFactory_EnchantmentItem_21_16_2_
684609,0x141e11880,0x141ed7770,1,RE::RTTI_ConcreteFormFactory_EnchantmentItem_21_
684610,0x141e11920,0x141ed7810,1,RE::RTTI_ConcreteObjectFormFactory_IngredientItem_30_5_1_
684611,0x141e11970,0x141ed7860,1,RE::RTTI_ConcreteFormFactory_IngredientItem_30_
684612,0x141e119b8,0x141ed78a8,3,RE::RTTI_BSTask
684613,0x141e119d8,0x141ed78c8,3,RE::RTTI_IOTask
684614,0x141e119f8,0x141ed78e8,3,RE::RTTI_QueuedFile
684615,0x141e11a20,0x141ed7910,3,RE::RTTI_BSModelDB__QueuedHandles
684616,0x141e11a50,0x141ed7940,1,RE::RTTI_BSQueuedResourceCollection_BSResource__EntryDB_BSModelDB__DBTraits__2_
684617,0x141e11ab8,0x141ed79a8,3,RE::RTTI_BSQueuedResourceCollectionBase
684618,0x141e11af0,0x141ed79e0,3,RE::RTTI_BSResource__IEntryDB__PostFlushNotify
684619,0x141e11b30,0x141ed7a20,3,RE::RTTI_TESModelDB__TESQueuedHandles
684620,0x141e11b68,0x141ed7b20,3,RE::RTTI_MagicItem__PreloadableVisitor
684621,0x141e11ba0,0x141ed7b58,3,RE::RTTI_MagicItemTraversalFunctor
684622,0x141e11bd0,0x141ed7b88,3,RE::RTTI_MagicItemFindFunctor
684623,0x141e11c00,0x141ed7bb8,3,RE::RTTI_MagicItemFindKeywordFunctor
684624,0x141e11c40,0x141ed7a60,3,RE::RTTI_AnimationSystemUtils__TESModelAndAnimationHandles
684625,0x141e11c90,0x141ed7ab0,1,RE::RTTI_BSAutoQueuedResourceCollection_AnimationSystemUtils__TESModelAndAnimationHandles_
684626,0x141e11d00,0x141ed7bf0,1,RE::RTTI___QueuedMagicItem
684627,0x141e11d38,0x141ed7c28,3,RE::RTTI_FindNonExcludedDeliveryFunctor
684628,0x141e11d70,0x141ed7c60,1,RE::RTTI___PreloadCountVisitor
684629,0x141e11da8,0x141ed7c98,1,RE::RTTI___PreloadModelsVisitor
684630,0x141e11de0,0x141ed7cd0,3,RE::RTTI_FindEqualsFunctor
684631,0x141e11e08,0x141ed7cf8,3,RE::RTTI_GetCostliestEffectFunctor
684632,0x141e11e38,0x141ed7d28,3,RE::RTTI_LongestDurationFunctor
684633,0x141e11e68,0x141ed7d58,3,RE::RTTI_LargestAreaFunctor
684634,0x141e11e98,0x141ed7d88,3,RE::RTTI_GetMagicItemDescriptionFunctor
684635,0x141e11ed0,0x141ed7dc0,3,RE::RTTI_ScrollItem
684636,0x141e11f20,0x141ed7e10,1,RE::RTTI_ConcreteObjectFormFactory_ScrollItem_23_100_2_
684637,0x141e11f70,0x141ed7e60,1,RE::RTTI_ConcreteFormFactory_ScrollItem_23_
684638,0x141e11fb0,0x141ed7ea0,1,RE::RTTI_ConcreteObjectFormFactory_SpellItem_22_15_2_
684639,0x141e12000,0x141ed7ef0,1,RE::RTTI_ConcreteFormFactory_SpellItem_22_
684640,0x141e12088,0x141ed7f78,3,RE::RTTI_ExtraSeenData
684641,0x141e120b0,0x141ed7fa0,3,RE::RTTI_ExtraHavok
684642,0x141e120d8,0x141ed7fc8,3,RE::RTTI_ExtraEditorID
684643,0x141e12128,0x141ed8048,3,RE::RTTI_ExtraTimeLeft
684644,0x141e12150,0x141ed8070,3,RE::RTTI_ExtraLock
684645,0x141e12198,0x141ed80b8,3,RE::RTTI_ExtraStartingPosition
684646,0x141e121c8,0x141ed80e8,3,RE::RTTI_ExtraOwnership
684647,0x141e121f0,0x141ed8110,3,RE::RTTI_ExtraGlobal
684648,0x141e12218,0x141ed8138,3,RE::RTTI_ExtraRank
684649,0x141e12238,0x141ed8158,3,RE::RTTI_ExtraCount
684650,0x141e12260,0x141ed8180,3,RE::RTTI_ExtraWorn
684651,0x141e12280,0x141ed81a0,3,RE::RTTI_ExtraWornLeft
684652,0x141e122a8,0x141ed81c8,3,RE::RTTI_ExtraLeveledItem
684653,0x141e122d0,0x141ed81f0,3,RE::RTTI_ExtraOutfitItem
684654,0x141e122f8,0x141ed8218,3,RE::RTTI_ExtraHealth
684655,0x141e12320,0x141ed8240,3,RE::RTTI_ExtraHealthPerc
684656,0x141e12348,0x141ed8268,3,RE::RTTI_ExtraCharge
684657,0x141e12370,0x141ed8290,3,RE::RTTI_ExtraScale
684658,0x141e12398,0x141ed82b8,3,RE::RTTI_ExtraReferenceHandle
684659,0x141e123c8,0x141ed82e8,3,RE::RTTI_ExtraFollower
684660,0x141e123f0,0x141ed8310,3,RE::RTTI_ExtraOriginalReference
684661,0x141e12450,0x141ed8370,3,RE::RTTI_ExtraEnableStateChildren
684662,0x141e124a8,0x141ed83c8,3,RE::RTTI_ExtraLinkedRefChildren
684663,0x141e12500,0x141ed8420,3,RE::RTTI_ExtraActivateRefChildren
684664,0x141e12560,0x141ed8480,3,RE::RTTI_ExtraCannotWear
684665,0x141e12588,0x141ed84a8,3,RE::RTTI_ExtraPoison
684666,0x141e125b0,0x141ed84d0,3,RE::RTTI_ExtraLastFinishedSequence
684667,0x141e125e0,0x141ed8500,3,RE::RTTI_ExtraItemDropper
684668,0x141e12608,0x141ed8528,3,RE::RTTI_ExtraDroppedItemList
684669,0x141e12638,0x141ed8558,3,RE::RTTI_ExtraSavedAnimation
684670,0x141e12668,0x141ed8588,3,RE::RTTI_ExtraSavedHavokData
684671,0x141e12698,0x141ed85b8,3,RE::RTTI_ExtraHeadingTarget
684672,0x141e126c8,0x141ed85e8,3,RE::RTTI_ExtraRefractionProperty
684673,0x141e126f8,0x141ed8618,3,RE::RTTI_ExtraSound
684674,0x141e12720,0x141ed8640,3,RE::RTTI_ExtraCreatureAwakeSound
684675,0x141e12750,0x141ed8670,3,RE::RTTI_ExtraCreatureMovementSound
684676,0x141e12788,0x141ed86a8,3,RE::RTTI_ExtraWeaponIdleSound
684677,0x141e127b8,0x141ed86d8,3,RE::RTTI_ExtraWeaponAttackSound
684678,0x141e127e8,0x141ed8708,3,RE::RTTI_ExtraActivateLoopSound
684679,0x141e12818,0x141ed8738,3,RE::RTTI_ExtraObjectHealth
684680,0x141e12840,0x141ed8760,3,RE::RTTI_ExtraFactionChanges
684681,0x141e12870,0x141ed8790,3,RE::RTTI_ExtraActorCause
684682,0x141e12898,0x141ed87b8,3,RE::RTTI_ExtraPatrolRefData
684683,0x141e128c8,0x141ed87e8,3,RE::RTTI_ExtraEncounterZone
684684,0x141e128f8,0x141ed8818,3,RE::RTTI_ExtraNavMeshPortal
684685,0x141e12928,0x141ed8848,3,RE::RTTI_ExtraOcclusionPlaneRefData
684686,0x141e12960,0x141ed8880,3,RE::RTTI_ExtraPortalRefData
684687,0x141e12990,0x141ed88b0,3,RE::RTTI_ExtraRoomRefData
684688,0x141e129b8,0x141ed88d8,3,RE::RTTI_ExtraAliasInstanceArray
684689,0x141e129e8,0x141ed8908,3,RE::RTTI_ExtraSceneData
684690,0x141e12a10,0x141ed8930,3,RE::RTTI_ExtraBadPosition
684691,0x141e12a38,0x141ed8958,3,RE::RTTI_ExtraHeadTrackingWeight
684692,0x141e12a68,0x141ed8988,3,RE::RTTI_ExtraFavorCost
684693,0x141e12a90,0x141ed89b0,3,RE::RTTI_ExtraTextDisplayData
684694,0x141e12ac0,0x141ed89e0,3,RE::RTTI_ExtraHorse
684695,0x141e12ae8,0x141ed8a08,3,RE::RTTI_ExtraEnchantment
684696,0x141e12b10,0x141ed8a30,3,RE::RTTI_ExtraForcedTarget
684697,0x141e12b38,0x141ed8a58,3,RE::RTTI_ExtraUniqueID
684698,0x141e12b60,0x141ed8a80,3,RE::RTTI_ExtraFlags
684699,0x141e12b88,0x141ed8aa8,3,RE::RTTI_ExtraDecalGroup
684700,0x141e12bb0,0x141ed8ad0,3,RE::RTTI_ExtraWaterCurrentZoneData
684701,0x141e12be0,0x141ed8b00,3,RE::RTTI_ExtraMissingRefIDs
684702,0x141e12c10,0x141ed8b30,3,RE::RTTI_ExtraCell3D
684703,0x141e12c38,0x141ed8b58,3,RE::RTTI_ExtraRegionList
684704,0x141e12c60,0x141ed8b80,3,RE::RTTI_ExtraCellSkyRegion
684705,0x141e12c90,0x141ed8bb0,3,RE::RTTI_ExtraCellImageSpace
684706,0x141e12cc0,0x141ed8be0,3,RE::RTTI_ExtraNorthRotation
684707,0x141e12cf0,0x141ed8c10,3,RE::RTTI_ExtraDetachTime
684708,0x141e12d18,0x141ed8c38,3,RE::RTTI_ExtraCanTalkToPlayer
684709,0x141e12d48,0x141ed8c68,3,RE::RTTI_ExtraPrimitive
684710,0x141e12d70,0x141ed8c90,3,RE::RTTI_ExtraAmmo
684711,0x141e12d90,0x141ed8cb0,3,RE::RTTI_ExtraMagicLight
684712,0x141e12db8,0x141ed8cd8,3,RE::RTTI_ExtraLight
684713,0x141e12de0,0x141ed8d00,3,RE::RTTI_ExtraFromAlias
684714,0x141e12e08,0x141ed8d28,3,RE::RTTI_ExtraOpenCloseActivateRef
684715,0x141e12e38,0x141ed8d58,3,RE::RTTI_ExtraTeleportName
684716,0x141e12e60,0x141ed8d80,3,RE::RTTI_ExtraCachedScale
684717,0x141e12e88,0x141ed8da8,3,RE::RTTI_ExtraHotkey
684718,0x141e12eb0,0x141ed8dd0,3,RE::RTTI_ExtraPackageStartLocation
684719,0x141e12ee0,0x141ed8e00,3,RE::RTTI_ExtraLocation
684720,0x141e12f08,0x141ed8e28,3,RE::RTTI_ExtraTresPassPackage
684721,0x141e12f38,0x141ed8e58,3,RE::RTTI_ExtraRagDollData
684722,0x141e12f60,0x141ed8e80,3,RE::RTTI_ExtraAttachRef
684723,0x141e12f88,0x141ed8ea8,3,RE::RTTI_ExtraAttachRefChildren
684724,0x141e12fb8,0x141ed8ed8,3,RE::RTTI_ExtraAshPileRef
684725,0x141e12fe0,0x141ed8f00,3,RE::RTTI_ExtraLocationRefType
684726,0x141e13010,0x141ed8f30,3,RE::RTTI_ExtraLeveledItemBase
684727,0x141e13040,0x141ed8f60,3,RE::RTTI_ExtraReflectedRefs
684728,0x141e13070,0x141ed8f90,3,RE::RTTI_ExtraReflectorRefs
684729,0x141e130a0,0x141ed8fc0,3,RE::RTTI_ExtraWaterLightRefs
684730,0x141e130d0,0x141ed8ff0,3,RE::RTTI_ExtraLitWaterRefs
684731,0x141e130f8,0x141ed9018,3,RE::RTTI_ExtraLevCreaModifier
684732,0x141e13128,0x141ed9048,3,RE::RTTI_ExtraSpawnContainer
684733,0x141e13158,0x141ed9078,3,RE::RTTI_ExtraEmittanceSource
684734,0x141e131b8,0x141ed90d8,3,RE::RTTI_ExtraMultiBound
684735,0x141e131e0,0x141ed9100,3,RE::RTTI_ExtraRoom
684736,0x141e13200,0x141ed9120,3,RE::RTTI_ExtraFriendHits
684737,0x141e13228,0x141ed9148,3,RE::RTTI_ExtraStartingWorldOrCell
684738,0x141e13258,0x141ed9178,3,RE::RTTI_ExtraHasNoRumors
684739,0x141e13280,0x141ed91a0,3,RE::RTTI_ExtraTerminalState
684740,0x141e132b0,0x141ed91d0,3,RE::RTTI_ExtraModelSwap
684741,0x141e132d8,0x141ed91f8,3,RE::RTTI_ExtraRadius
684742,0x141e13300,0x141ed9220,3,RE::RTTI_ExtraCombatStyle
684743,0x141e13328,0x141ed9248,3,RE::RTTI_ExtraPackageData
684744,0x141e13350,0x141ed9270,3,RE::RTTI_ExtraCollisionData
684745,0x141e13380,0x141ed92a0,3,RE::RTTI_ExtraGuardedRefData
684746,0x141e133b0,0x141ed92d0,3,RE::RTTI_ExtraIgnoredBySandbox
684747,0x141e133e0,0x141ed9300,3,RE::RTTI_ExtraPromotedRef
684748,0x141e13408,0x141ed9328,3,RE::RTTI_ExtraLargeRefOwnerCells
684749,0x141e13438,0x141ed9358,3,RE::RTTI_ExtraLightData
684750,0x141e13460,0x141ed9380,3,RE::RTTI_ExtraAttachedArrows3D
684751,0x141e13490,0x141ed93b0,3,RE::RTTI_ExtraAlphaCutoff
684752,0x141e134b8,0x141ed93d8,3,RE::RTTI_ExtraForcedLandingMarker
684753,0x141e134e8,0x141ed9408,3,RE::RTTI_ExtraRefrPath
684754,0x141e13510,0x141ed9430,3,RE::RTTI_ExtraCellWaterEnvMap
684755,0x141e13540,0x141ed9460,3,RE::RTTI_ExtraWaterData
684756,0x141e13568,0x141ed9488,3,RE::RTTI_ExtraScriptedAnimDependence
684757,0x141e135a0,0x141ed94c0,3,RE::RTTI_ExtraCellMusicType
684758,0x141e135d0,0x141ed94f0,3,RE::RTTI_ExtraCellAcousticSpace
684759,0x141e13600,0x141ed9520,3,RE::RTTI_ExtraCellWaterType
684760,0x141e13630,0x141ed9550,3,RE::RTTI_ExtraGIDBuffer
684761,0x141e139b0,0x141ed98d0,1,RE::RTTI_BSTArrayAllocatorFunctor_BSTSmallArrayHeapAllocator_16___
684762,0x141e13a08,0x141ed9928,3,RE::RTTI_ExtraMissingLinkedRefIDs
684763,0x141e13a38,0x141ed9958,3,RE::RTTI_NonActorMagicTarget
684764,0x141e13a68,0x141ed99f0,3,RE::RTTI_ExtraMapMarker
684765,0x141e13a90,0x141ed9a18,3,RE::RTTI_ExtraDistantData
684766,0x141e13ab8,0x141ed9a40,3,RE::RTTI_ExtraAnimNoteReceiver
684767,0x141e13ae8,0x141ed9a70,3,RE::RTTI_ExtraLockList
684768,0x141e13b10,0x141ed9a98,3,RE::RTTI_ExtraPersistentCell
684769,0x141e13b40,0x141ed9ac8,3,RE::RTTI_ExtraRaceData
684770,0x141e13b68,0x141ed9af0,3,RE::RTTI_ExtraAnimGraphManager
684771,0x141e13b98,0x141ed9b20,3,RE::RTTI_ExtraDismemberedLimbs
684772,0x141e13bc8,0x141ed9b50,3,RE::RTTI_ExtraBiped
684773,0x141e13bf0,0x141ed9b78,3,RE::RTTI_ExtraLeveledCreature
684774,0x141e13c20,0x141ed9ba8,3,RE::RTTI_ExtraAction
684775,0x141e13c48,0x141ed9bd0,3,RE::RTTI_ExtraShouldWear
684776,0x141e13c70,0x141ed9bf8,3,RE::RTTI_ExtraContainerChanges
684777,0x141e13ca0,0x141ed9c28,3,RE::RTTI_ExtraPackage
684778,0x141e13cc8,0x141ed9c50,3,RE::RTTI_ExtraPlayerCrimeList
684779,0x141e13cf8,0x141ed9c80,3,RE::RTTI_ExtraRunOncePacks
684780,0x141e13d20,0x141ed9ca8,3,RE::RTTI_ExtraGhost
684781,0x141e13d48,0x141ed9cd0,3,RE::RTTI_ExtraSayTopicInfoOnceADay
684782,0x141e13d78,0x141ed9d00,3,RE::RTTI_ExtraPatrolRefInUseData
684783,0x141e13da8,0x141ed9d30,3,RE::RTTI_ExtraFollowerSwimBreadcrumbs
684784,0x141e13de0,0x141ed9d68,3,RE::RTTI_ExtraInfoGeneralTopic
684785,0x141e13e10,0x141ed9d98,3,RE::RTTI_ExtraSayToTopicInfo
684786,0x141e13e40,0x141ed9dc8,3,RE::RTTI_ExtraSoul
684787,0x141e13e60,0x141ed9de8,3,RE::RTTI_ExtraResourcesPreload
684788,0x141e13e90,0x141ed9e18,3,RE::RTTI_ExtraPortal
684789,0x141e13eb8,0x141ed9e40,3,RE::RTTI_ExtraOcclusionShape
684790,0x141e13ee8,0x141ed9e70,3,RE::RTTI_ExtraEditorRef3DData
684791,0x141e13f18,0x141ed9ea0,3,RE::RTTI_ExtraEditorRefMoveData
684792,0x141e13f48,0x141ed9ed0,3,RE::RTTI_ExtraAnimationSequencer
684793,0x141e13f78,0x141ed9f00,3,RE::RTTI_ExtraCellGrassData
684794,0x141e13fa8,0x141ed9f30,3,RE::RTTI_ExtraInteraction
684795,0x141e13fd0,0x141ed9f58,3,RE::RTTI_ExtraGroupConstraint
684796,0x141e14000,0x141ed9f88,3,RE::RTTI_MultiBoundMarkerData
684797,0x141e14030,0x141ed9fb8,3,RE::RTTI_BSStream
684798,0x141e14050,0x141ed9fd8,3,RE::RTTI_NiStream
684799,0x141e14070,0x141ed9ff8,1,RE::RTTI_SettingCollectionList_Setting_
684800,0x141e140b0,0x141eda038,3,RE::RTTI_INISettingCollection
684801,0x141e140e0,0x141eda068,1,RE::RTTI_SettingT_INISettingCollection_
684802,0x141e14120,0x141eda0a8,3,RE::RTTI_InterfacedClass
684803,0x141e14148,0x141eda0d0,3,RE::RTTI_BSThread
684804,0x141e14170,0x141eda0f0,1,RE::RTTI_SynchronizedPriorityQueue_NiPointer_IOTask___
684805,0x141e141c0,0x141eda140,1,RE::RTTI_SynchronizedQueue_NiPointer_IOTask___
684806,0x141e14230,0x141eda1b0,1,RE::RTTI_BSTArrayAllocatorFunctor_BSScrapArrayAllocator_
684807,0x141e14280,0x141eda200,1,RE::RTTI_BSAutoQueuedResourceCollection_BShkbHkxDB__QueuedHandles_
684808,0x141e142d8,0x141eda258,3,RE::RTTI_QueuedActor
684809,0x141e14300,0x141eda280,3,RE::RTTI_QueuedReference
684810,0x141e14328,0x141eda2a8,3,RE::RTTI_QueuedModel
684811,0x141e14350,0x141eda2d0,3,RE::RTTI_QueuedCharacter
684812,0x141e14378,0x141eda2f8,3,RE::RTTI_QueuedHead
684813,0x141e143a0,0x141eda320,3,RE::RTTI_QueuedHelmet
684814,0x141e143d0,0x141eda350,1,RE::RTTI_BSQueuedResourceCollection_BSResource__EntryDB_BSModelDB__DBTraits__42_
684815,0x141e14440,0x141eda3c0,1,RE::RTTI_BSTArrayAllocatorFunctor_BSTSmallArrayHeapAllocator_672___
684816,0x141e14498,0x141eda418,3,RE::RTTI_AttachDistant3DTask
684817,0x141e144c8,0x141eda448,3,RE::RTTI_QueuedAnimationObject
684818,0x141e144f8,0x141eda478,3,RE::RTTI_QueuedTempEffect
684819,0x141e14520,0x141eda4a0,3,RE::RTTI_BackgroundProcessThread
684820,0x141e14550,0x141eda4d0,3,RE::RTTI_BSTaskThread
684821,0x141e14580,0x141eda500,1,RE::RTTI_SynchronizedQueue_NiPointer_AttachDistant3DTask___
684822,0x141e145d0,0x141eda550,3,RE::RTTI_QueuedTree
684823,0x141e145f8,0x141eda578,3,RE::RTTI_QueuedPlayer
684824,0x141e14620,0x141eda5a0,3,RE::RTTI_NiRefObject
684825,0x141e14648,0x141eda5c8,3,RE::RTTI_NiObject
684826,0x141e14668,0x141eda5e8,3,RE::RTTI_NiObjectNET
684827,0x141e14690,0x141eda610,3,RE::RTTI_NiAVObject
684828,0x141e146b8,0x141eda638,3,RE::RTTI_INIPrefSettingCollection
684829,0x141e146e8,0x141eda668,1,RE::RTTI_SettingT_INIPrefSettingCollection_
684830,0x141e14730,0x141eda6b0,1,RE::RTTI_BSAutoQueuedResourceCollection_TESModelDB__TESQueuedHandles_
684831,0x141e14788,0x141eda708,3,RE::RTTI_AddCellGrassTask
684832,0x141e147b0,0x141eda730,3,RE::RTTI_ICellAttachDetachEventSource
684833,0x141e147f0,0x141eda770,1,RE::RTTI_BSTSingletonExplicit_ICellAttachDetachEventSource_
684834,0x141e14840,0x141eda7c0,1,RE::RTTI_BSTEventSource_CellAttachDetachEvent_
684835,0x141e14880,0x141eda800,1,RE::RTTI_BSTEventSink_BSSystemEvent_
684836,0x141e148b8,0x141eda838,3,RE::RTTI_TES
684837,0x141e148e0,0x141eda860,1,RE::RTTI_BSTEventSink_BSResource__ArchiveStreamOpenedEvent_
684838,0x141e14930,0x141eda8b0,1,RE::RTTI_BSTEventSink_PositionPlayerEvent_
684839,0x141e14970,0x141eda8f0,3,RE::RTTI_TES__SystemEventAdapter
684840,0x141e149a0,0x141eda940,3,RE::RTTI_BSTempNodeManager
684841,0x141e149c8,0x141eda920,3,RE::RTTI_NiNode
684842,0x141e149f0,0x141eda970,1,RE::RTTI_NiTArray_TESObjectCELL_____ptr64_NiTMallocInterface_TESObjectCELL_____ptr64___
684843,0x141e14a50,0x141eda9d0,1,RE::RTTI_NiTArray_BGSAddonNode_____ptr64_NiTMallocInterface_BGSAddonNode_____ptr64___
684844,0x141e14c30,0x141edabb0,1,RE::RTTI_BSTEventSink_BSResource__ArchiveRegisteredEvent_
684845,0x141e14c80,0x141edac00,1,RE::RTTI_BSTEventSink_BSResource__ClearArchiveRegistryEvent_
684846,0x141e14cd0,0x141edac50,3,RE::RTTI_BGSLoadFormBuffer
684847,0x141e14cf8,0x141edac78,3,RE::RTTI_BGSLoadGameBuffer
684848,0x141e14d20,0x141edaca0,1,RE::RTTI_BGSLoadFormData
684849,0x141e14da8,0x141edad28,3,RE::RTTI_BGSStoryManagerTreeForm
684850,0x141e14dd8,0x141edad58,1,RE::RTTI_NiTPrimitiveArray_BGSAddonNode_____ptr64_
684851,0x141e14e18,0x141edad98,1,RE::RTTI_NiTPrimitiveArray_TESObjectCELL_____ptr64_
684852,0x141e14e58,0x141edadd8,3,RE::RTTI_Projectile__LaunchData
684853,0x141e14e88,0x141edae08,1,RE::RTTI___ArchiveRegistrationListener
684854,0x141e14ed0,0x141edae50,1,RE::RTTI___ClearArchiveRegistrationListener
684855,0x141e14f18,0x141edae98,1,RE::RTTI_NiTPointerMap_unsigned_int_TESFile_____ptr64_
684856,0x141e14f50,0x141edaed0,1,RE::RTTI_NiTMapBase_NiTPointerAllocator_unsigned___int64__unsigned_int_TESFile_____ptr64_
